Loading inputs..
UserId:ItemId,Prediction
5085:2140379,6
5085:1798684,6
5085:1243974,6
5079:2446042,6.51282
5079:1698641,6.89474
5079:1253863,6.82888
5079:1201607,8.75961
5079:926084,8.32
5079:848228,8.12298
5079:477347,7.35294
5079:416449,8.21769
5079:373889,8.15152
5079:330373,8.51515
5079:304141,8.39726
5079:295297,8.09375
5079:241527,7.95455
5079:120815,9.07143
5072:2883512,6.77514
5072:2752200,6.27444
5072:2713180,7.77887
5072:2692250,6.44628
5072:2395427,6.55263
5072:2279373,6.55263
5072:2170593,7.44288
5072:2126355,6.55263
5072:2084970,7.939
5072:2039393,7.49665
5072:1809398,7.29608
5072:1392190,6.55263
5072:1371150,7.62175
5072:1212456,6.57034
5072:1126590,6.78962
5072:1100089,7.2215
5072:369610,6.55263
5047:4229236,7.15152
5047:2374902,7.54638
5047:2326554,7.12995
5047:1186366,6.65406
5047:847050,7.15152
5047:808279,6.60123
5047:472113,7.15152
5047:346336,7.18829
5047:238883,7.15152
5047:122591,7.15152
5047:100491,7.15152
5047:95590,7.15152
5047:95040,7.15152
5047:91506,7.15152
5047:80979,7.75015
5047:73800,7.73969
5047:73152,7.15152
5047:71910,7.60494
5047:71483,7.15152
5047:69687,7.73969
5047:67227,7.15152
5047:60304,7.15152
5047:56443,7.61286
5047:52080,6.95977
5047:49902,6.02002
5047:44741,7.44526
5047:38823,8
5047:22694,7.15152
5040:2637276,6
5040:2390361,7.35385
5040:2106476,8.24939
5040:1798684,6
5040:1659337,8.18865
5040:1178663,7.66667
5040:887883,7.06557
5040:358273,8.23077
5037:3205376,7.35088
5037:2980516,7.82039
5037:2908446,7.35088
5037:2820852,7.35088
5037:2713180,8.66862
5037:2637276,7.35088
5037:2562232,8.27372
5037:2179136,8.44948
5037:2084970,8.66289
5037:2039393,7.99983
5037:1809398,8.34352
5037:1389096,7.58271
5037:1091191,7.39694
5037:1065073,8.25847
5037:470752,7.35088
5037:369610,7.35088
5033:4229236,6.86441
5033:3235888,6.16295
5033:3195644,6.86441
5033:3079380,6.86441
5033:2582802,7.65172
5033:2397535,7.62069
5033:2322441,6.86441
5033:2172934,7.0512
5033:2084970,8.13956
5033:1881002,6.86441
5033:1877832,7.55046
5033:1392190,6.86441
5033:1340138,6.86441
5033:1029360,6.86441
5033:470752,6.86441
5033:369610,6.86441
5001:1340138,9.46154
5001:478970,9.46154
5001:369610,9.46154
4996:3316960,7.80952
4996:2980516,8.2451
4996:2872718,8.19847
4996:2799166,5.4
4996:2562232,8.44444
4996:2305051,8.15
4996:1872194,7.97337
4996:816692,8.68058
4940:2872718,9.36459
4940:2802144,7.79755
4940:2310332,8.71657
4940:2199571,8.12281
4940:2170439,8.00076
4940:2084970,8.76457
4940:2039393,7.93448
4940:1872194,8.43673
4940:1790864,8.05441
4940:1600196,8.97181
4940:365907,8.09274
4940:203019,8.8807
4940:119488,10
4940:116282,9.85563
4924:3079380,6
4924:993846,8.39373
4924:419749,7.23077
4924:137523,8.8705
4924:120586,8.79245
4924:117913,8.06522
4924:114814,8.70175
4924:111161,9.46911
4924:99674,7.85897
4924:71562,9.10828
4924:68646,8.87372
4924:60196,9.032
4924:59578,8.4878
4919:2717822,7.02134
4919:2582802,8.47341
4919:2562232,8.1526
4919:2382396,8.62872
4919:2381249,7.52055
4919:2172934,5.27022
4919:2096673,7.52055
4919:1972571,7.47702
4919:1907668,8.47862
4919:1825157,8.83641
4919:1726669,7.16102
4919:1706593,8.58774
4919:1600196,7.58179
4919:1535109,7.39976
4919:1535108,7.60029
4919:1392190,7.52055
4919:1345836,8.15269
4919:1323594,7.60088
4919:1229238,9.17435
4919:1100089,8.13493
4919:1065073,8.64378
4919:1024648,8.54006
4919:808151,8.77784
4919:796366,8.58181
4919:408790,8.21529
4919:381061,8.27092
4919:369610,7.52055
4919:369339,8.41923
4919:335266,8.61952
4919:319061,7.06671
4919:317705,8.76371
4919:316654,8.96952
4919:265086,7.18489
4919:264464,8.38221
4919:162222,8.33188
4919:145487,8.64716
4919:134119,7.92408
4919:120780,7.01125
4919:120188,8.34217
4919:118887,8.01634
4919:117060,8.20706
4919:112818,8.21246
4919:112740,8.14479
4919:111161,8.65525
4919:109444,7.06576
4919:107076,8.10802
4919:106977,7.78767
4919:103639,8.53593
4919:102685,8.13026
4919:98635,7.82834
4919:95956,8.28572
4919:89880,7.94717
4919:83944,8.51084
4919:82694,9.03093
4919:79501,6.34883
4882:2980516,8.2451
4882:2084970,8.44318
4882:1872194,7.97337
4882:1355630,7.07895
4882:947798,8.3
4882:829150,6.3375
4867:2582802,8.9181
4867:2381249,6
4867:2293640,6
4867:2096673,6
4861:3455822,7.32741
4861:3455224,8.33431
4861:3316960,7.02403
4861:2980516,7.46594
4861:2872732,7.04327
4861:2870756,7.48649
4861:2718492,7.38597
4861:2692250,7.76535
4861:2513616,7.78854
4861:2404425,7.14286
4861:2321549,7.41788
4861:2304771,7.59746
4861:2267998,7.05644
4861:2258345,7.38333
4861:2203939,6.82187
4861:2179136,7.41052
4861:2106361,6.81712
4861:2085910,7.42448
4861:2015381,6.99852
4861:1967545,7.4064
4861:1951265,7.08284
4861:1893256,6.67063
4861:1862079,6.79073
4861:1823672,7.14286
4861:1764183,7.4191
4861:1748122,8.02214
4861:1714915,7.52076
4861:1670345,7.35091
4861:1666335,6.64155
4861:1646971,7.73097
4861:1571249,7.56653
4861:1531901,6.54564
4861:1528071,7.77082
4861:1527186,7.35643
4861:1491044,7.41415
4861:1486834,7.55351
4861:1465487,7.31562
4861:1216492,6.85399
4861:1032755,7.61269
4861:804463,7.35106
4861:455944,7.4147
4861:399146,7.42585
4861:369610,7.14286
4861:94006,7.60222
4861:93640,7.69141
4861:86960,7.02252
4861:85382,8
4861:82694,6.77987
4861:79817,6.8768
4861:62994,8.05045
4861:50976,8.13537
4861:50547,7.14286
4861:48947,7.86779
4861:46874,7.31863
4861:44916,7.31254
4861:44829,8.01525
4825:2980516,7.41236
4825:2872718,8.40789
4825:2820852,7.44118
4825:2802144,7.26915
4825:2788710,8.30813
4825:2582802,8.38699
4825:2381249,7.44118
4825:2267998,8.46115
4825:2179136,7.40897
4825:2096673,7.44118
4825:2084970,7.31666
4825:1915581,7.29003
4825:1748122,8.42211
4825:1600524,7.88061
4825:1571249,8
4825:1560747,8.35097
4825:1392190,7.44118
4825:1065073,8.40736
4825:1020072,6.48657
4825:780536,7.97128
4825:432348,6.74562
4825:425112,7.80843
4825:388795,7.89484
4825:387564,6.81858
4825:383028,8.36744
4825:365748,8.24857
4825:361748,7.92296
4825:294870,7.88448
4825:265666,8.42333
4825:259711,7.98126
4825:231639,7.44118
4825:202815,7.44118
4825:167404,7.53665
4825:139738,7.44118
4825:138097,7.50508
4825:129290,7.23881
4825:120669,7.85715
4825:120601,8.3791
4825:119217,8.08455
4825:117951,8.44131
4825:116695,7.93984
4825:109830,8.33865
4825:107290,7.82265
4825:103064,7.0997
4825:97351,8.2115
4825:95953,8.26974
4825:88247,6.45588
4825:86979,8.23203
4825:84707,7.54183
4825:84503,8.33182
4825:83806,8.24678
4825:80120,7.77805
4825:79116,7.35528
4825:75148,7.69913
4825:73195,7.28945
4825:71315,8.64987
4825:67116,7.54781
4825:63462,7.95079
4825:53604,8.59607
4825:51459,7.52047
4825:46303,7.02082
4825:44706,8.41471
4825:43014,8.42713
4825:42192,8.60489
4825:30637,7.44118
4825:17925,7.94448
4803:2820852,6.5
4803:1872194,6.8719
4803:1638355,6.5
4763:4141788,6.11111
4763:3698408,6.45332
4763:3007512,6.73168
4763:2911666,6.48527
4763:2883512,6.89876
4763:2802144,6.34557
4763:2788710,6.87761
4763:2713180,6.62418
4763:2381941,6.11111
4763:2322441,6.11111
4763:2316411,6.27793
4763:2231253,6.11111
4763:2170439,7.05326
4763:2139555,6
4763:2096672,7.23638
4763:2094877,6.65944
4763:2042568,6.9869
4763:2005374,7.00708
4763:1951265,6.50336
4763:1726592,6.18914
4763:1528100,6.2379
4763:1226240,6.80311
4763:804463,5.71265
4763:488120,7.17883
4763:375735,7.16055
4763:365907,6.55
4760:1790864,8.97723
4760:936501,9.01741
4760:882977,8.39756
4760:816692,6.84891
4760:264464,8.73366
4750:3754976,8.5
4750:3093546,7
4750:3011894,8.07317
4750:2937898,7.33333
4750:2493486,6
4750:2427502,6.05556
4750:2381941,6
4750:1745787,8.5
4750:206634,8.01587
4738:3799372,6.875
4738:3442006,7.16774
4738:3289712,6.875
4738:3177316,6.50495
4738:3152624,6.875
4738:2980516,7.18437
4738:2726560,6.875
4738:2639254,6.875
4738:2322441,6.875
4738:2267998,7.21428
4738:2205697,6.99181
4738:2093977,7.36966
4738:1715873,7.69278
4738:1655441,6.875
4738:1265990,6.62713
4738:1072438,6.875
4738:1037705,6.95598
4738:443465,6.875
4738:376541,7.28527
4714:3986532,5.47059
4714:3672742,5.47059
4714:3074578,5.47059
4712:2381249,6
4712:2267998,8.33595
4712:2106476,8.24939
4712:1924396,8.03125
4712:1675434,8.875
4712:816692,8.68058
4712:414853,7.5
4693:3622592,7.78495
4693:3316960,8.57012
4693:3152624,7.78495
4693:2980516,8.58649
4693:2911666,8.60855
4693:2872732,8.41597
4693:2872718,8.69225
4693:2848292,7.78495
4693:2820852,7.78495
4693:2802144,7.74879
4693:2582802,8.36545
4693:2562232,7.6161
4693:2473602,8.66571
4693:2404425,7.78495
4693:2395427,7.78495
4693:2381249,7.78495
4693:2278388,7.96121
4693:2217895,7.51334
4693:2179136,8.49025
4693:2170299,6.56412
4693:2096673,7.78495
4693:2084970,8.14944
4693:1872194,8.53934
4693:1790864,8.66018
4693:1764183,8.03949
4693:1661199,7.78495
4693:1617661,7.78495
4693:1392190,7.78495
4693:1291584,9.23237
4693:1206543,7.99146
4693:1205537,8.81397
4693:1100089,7.66412
4693:1065073,8.53721
4693:1020072,7.0986
4693:455944,8.48671
4693:435651,9.02198
4693:369610,7.78495
4693:120910,8.48359
4693:107688,8.67766
4693:58331,9.31034
4682:2820852,6.92593
4682:2802144,7.35555
4682:2555736,6.92593
4682:2381941,6.92593
4682:2199571,6.92593
4682:2126355,6.92593
4682:2084970,7.70663
4682:1398426,6.92593
4682:1392190,6.92593
4682:1216491,7.68456
4682:1029360,6.92593
4682:369610,6.92593
4662:3235888,6.79506
4662:2883512,8.31556
4662:2395427,6.89286
4662:1823672,6.89286
4662:1392190,6.89286
4662:159097,5.79011
4662:99674,7.24009
4662:74860,7.22919
4658:3316960,8.32778
4658:2994190,8.1815
4658:2980516,9.0838
4658:2872718,9.3394
4658:2848292,8.33333
4658:2713180,9.06014
4658:2626350,8.2401
4658:2582802,8.6228
4658:2265398,9.16055
4658:2224026,8.33333
4658:2180411,8.46871
4658:2179136,9.67315
4658:2170439,8.51528
4658:2084970,9.16825
4658:2034031,8.33232
4658:2024432,7.56152
4658:1981677,7.89906
4658:1945084,8.33333
4658:1800741,8.94559
4658:1661199,8.33333
4658:1499658,9.15527
4658:1488555,8.67295
4658:1355630,8.61731
4658:1193631,9.35944
4658:1156398,9.30226
4658:1126590,8.72282
4658:1023481,9.53143
4658:884732,9.32412
4658:816711,8.05001
4658:816692,9.15749
4658:462590,9.00732
4658:418763,9.40441
4654:2096673,9
4654:831387,9.126
4654:478970,9
4654:369610,9
4641:3007512,7.87013
4641:1065073,8.41639
4641:993846,8.39373
4641:482571,8.82759
4618:4689268,7
4618:1600196,7.10635
4618:477080,7.21669
4618:455944,7.24817
4616:4257858,6.6903
4616:4044364,7.6879
4616:3813310,6.6903
4616:3622120,6.6903
4616:3612616,7.43628
4616:3508830,6.6903
4616:3455822,7.50604
4616:3409392,8.12245
4616:3235888,6.7502
4616:3218580,6.6903
4616:3089778,6.87806
4616:3086442,6.6903
4616:3011894,7.73884
4616:3007512,6.29291
4616:2918436,6.6903
4616:2820852,6.6903
4616:2802144,7.17754
4616:2752688,7.2796
4616:2675914,8.02865
4616:2637276,6.6903
4616:2446042,5.55844
4616:2436386,6.6903
4616:2415458,6.6903
4616:2404425,6.6903
4616:2395427,6.6903
4616:2381941,6.6903
4616:2326554,6.7502
4616:2273657,6.6903
4616:2261331,6.91541
4616:2245084,6.82595
4616:1698641,6.38299
4616:1528100,6.62999
4616:1392190,6.6903
4616:1382725,6.91894
4616:1340138,6.6903
4616:1035730,7.13005
4616:1020072,7.96679
4616:900387,6.6903
4616:470985,6.6903
4616:470752,6.6903
4616:369610,6.6903
4616:280653,7.44568
4616:25913,8.06889
4601:3079380,7.89062
4601:2395427,7.89062
4601:2179136,8.2021
4601:1762399,7.75092
4601:1742334,6.67878
4601:1549920,6.56647
4601:1392190,7.89062
4601:1340138,7.89062
4601:369610,7.89062
4601:116695,8.71011
4587:4696222,8
4587:3007512,9.06478
4587:2802144,6.72104
4587:2692904,7.86211
4587:2582802,8.31911
4587:2179136,8.60144
4587:1726592,8.5429
4587:1631867,8.04936
4587:1255953,8.21383
4587:816692,8.23803
4587:94226,7.88976
4584:3007512,7.87013
4584:2395427,6
4584:2381941,6
4584:2381249,6
4584:2179136,7.71329
4584:1742334,5.90155
4584:1638355,6
4584:1631867,7.93657
4584:1535109,8.31105
4584:1454468,8.27838
4584:1340138,6
4584:1210042,6.61905
4584:947810,6.72
4584:808151,7.33766
4584:475276,8.17241
4584:420223,7.9359
4584:369610,6
4584:328107,7.94845
4584:277434,7.57143
4584:266987,7.77273
4584:145531,7.7
4584:133952,6.27778
4584:120382,8.42
4584:117060,7.2439
4584:107798,7.22222
4584:107206,7.25
4584:102138,8.83721
4584:91474,7.78947
4584:86567,8
4584:82351,7
4584:78966,8
4584:66769,7.75
4584:58576,8.75
4584:54310,6.66667
4555:3247714,6.47368
4555:2395427,6.47368
4555:2126355,6.47368
4555:1674771,6.47368
4555:1392190,6.47368
4555:757157,6.47368
4555:369610,6.47368
4541:2872718,8.72345
4541:2562232,8.88079
4541:2446042,7.61778
4541:1615147,8.40697
4541:1392190,8.25
4538:1667353,5.89524
4538:1656186,6.4387
4538:1226273,5.71965
4538:1126591,6.63029
4538:1092026,6.29964
4538:1071875,6.51129
4538:887883,6.47973
4538:834001,6.64553
4538:814022,6.38574
4538:476964,4.84884
4538:475394,6.78488
4538:430912,5.99774
4538:427327,6.10583
4538:425413,6.28525
4538:425112,6.80028
4538:419946,5.59073
4538:408236,5.62181
4538:403508,5.83014
4538:401855,6.64187
4538:391198,6.01554
4538:372588,6.64121
4538:338526,6.93348
4538:332452,6.70446
4538:329774,6.06855
4538:325703,5.42395
4538:320691,6.41109
4538:307987,6.5742
4538:295701,5.11728
4538:274812,6.48229
4538:272207,5.47809
4538:242998,6.60621
4538:203009,6.17383
4538:187738,5.99713
4538:165854,5.00771
4538:163025,6.35412
4538:145660,5.68368
4538:143145,6.54945
4538:134983,5.67811
4538:133952,5.3561
4538:132910,6.25731
4538:131325,5.61238
4538:127357,6.50953
4538:120780,6.01076
4538:120749,6.82515
4538:120595,7.24685
4538:118966,5.24376
4538:118887,6.4162
4538:118604,5.13423
4538:117108,6.93497
4538:116704,5.49204
4538:116277,6.80264
4538:115986,5.84876
4538:115964,6.39552
4538:112740,5.85951
4538:112431,7.11493
4538:110771,6.70126
4538:110638,6.25731
4538:110622,4.64816
4538:110146,7.74028
4538:109635,6.81636
4538:108185,6.46817
4538:108162,5.1757
4538:107659,5.89588
4538:107211,6.49639
4538:107144,5.90833
4538:106856,6.18238
4538:106453,6.76245
4538:105477,6.13444
4538:104756,6.89873
4538:103772,6.20062
4538:103759,5.56083
4538:102798,5.81932
4538:102603,5.16427
4538:102510,4.78139
4538:102059,7.1645
4538:100318,7.33433
4538:99850,5.78799
4538:99558,8
4538:97368,5.96639
4538:97235,6.944
4538:96061,6.08969
4538:95889,5.24222
4538:95705,4.9366
4538:95174,6.41897
4538:94964,6.29983
4538:94721,6.04511
4538:94008,6.40619
4538:93886,5.3074
4538:93748,5.7605
4538:93260,6.07831
4538:92099,5.70148
4538:92086,6.14444
4538:91778,4.96487
4538:91557,5.79999
4538:91431,7.25682
4538:91428,6.25731
4538:90329,7.1852
4538:89092,6.22797
4538:88930,6.34615
4538:88286,5.51053
4538:88001,6.25731
4538:87597,5.93817
4538:87507,6.39898
4538:87231,7.24685
4538:86984,6.75071
4538:86873,7.0339
4538:86541,6.57929
4538:85970,6.96325
4538:85894,6.82569
4538:85811,5.85731
4538:85407,6.41327
4538:85276,6.25731
4538:84516,5.24188
4538:84412,5.92813
4538:83530,6.07369
4538:83131,6.38274
4538:82334,4.61715
4538:80661,6.62006
4538:80516,4.76766
4538:80365,5.96731
4538:80339,4.78416
4538:80062,6.25731
4538:79367,5.34151
4538:78721,6.25731
4538:77631,6.02246
4538:77588,6.75071
4538:73629,5.98057
4538:72431,5.83144
4538:55614,7.12573
4523:3152624,7.05
4523:2980648,7.63054
4523:2908446,7.05
4523:2848292,7.05
4523:2582802,7.48203
4523:2474024,7.85688
4523:2395427,7.05
4523:2268016,7.05
4523:2244901,7.77428
4523:2096673,7.05
4523:1980929,7.11037
4508:1392190,6
4508:790724,7.01934
4508:369610,6
4478:3007512,6.90863
4478:2267998,6.5121
4478:1100089,7.37068
4478:78966,7.69971
4478:10323,8
4452:3316960,8.0725
4452:2994190,7.4916
4452:2872718,8.04941
4452:2788710,7.96659
4452:2669336,7.64798
4452:2509850,7.4811
4452:2293640,7.15385
4452:2278388,8.41636
4452:2245084,7.73998
4452:2120120,7.15385
4452:2053463,8.57001
4452:2024469,8.39558
4452:2013293,8.50224
4452:1922777,8.51753
4452:1823672,7.15385
4452:1798684,7.15385
4452:1781922,7.15385
4452:1392190,7.15385
4452:1375666,8.32825
4451:2884206,9.59357
4451:2802144,9
4451:2381941,9
4451:1823672,9
4451:1809398,9.4181
4451:1392190,9
4451:424136,8.03677
4447:3674140,8
4447:1980929,6.32355
4447:478970,7.19355
4447:301357,6.75294
4447:114329,7.19355
4447:41959,8.04547
4426:4178092,6.63636
4426:2872718,5.75319
4426:2275946,4.07498
4426:1637725,7.7269
4421:2980516,10
4421:2870756,10
4421:2737050,10
4421:2582802,10
4421:2562232,10
4421:2179136,10
4398:3316960,7.67789
4398:3181822,7.57692
4398:3007512,7.55577
4398:2980516,7.66674
4398:2872732,7.64326
4398:2582802,6.8673
4398:2562232,7.20609
4398:2321549,7.41995
4398:2278388,7.38428
4398:2245084,7.6352
4398:2224026,7.57692
4398:2120120,7.57692
4398:2103254,8.19836
4398:2096672,6.88211
4398:2084970,7.19116
4398:1951265,7.53583
4398:1872194,7.85693
4398:1809398,8.42388
4398:1408253,8.08873
4398:1232829,6.961
4398:1211956,7.60463
4398:1197624,8.79335
4398:1038919,7.38702
4398:824747,7.99535
4398:816711,6.90615
4398:816692,7.75575
4398:435651,8.37878
4398:319262,7.25032
4398:275847,7.53513
4398:183649,8.30385
4398:120917,8.11203
4398:120812,8.38004
4388:2911666,7.38288
4388:2872718,8.19847
4388:2820852,6
4388:2395427,6
4388:1392190,6
4388:72890,7.95455
4367:2872718,7.747
4367:2316411,7.78244
4367:1226273,7.60732
4367:831387,7.85922
4367:482571,7.18147
4353:2937898,8.25992
4353:2802144,8.18328
4353:2305051,9.07531
4353:1772264,8.07099
4345:2911666,7.38288
4345:2820852,6
4345:2395427,6
4345:2334649,7.81672
4345:1706620,7.12028
4345:1412386,7.7875
4345:1392190,6
4318:3316960,7.80952
4318:2084970,8.44318
4318:1939659,6.26547
4318:1823672,6
4318:884732,8
4274:4229236,7.47619
4274:2179136,7.74149
4274:1877832,6.69205
4274:1625346,8.07856
4274:1392190,7.47619
4274:1139797,6.19981
4274:964517,8.11425
4274:275277,7.5454
4274:115751,8.92928
4274:113568,7.19865
4274:96895,7.30067
4274:94625,6.70384
4274:91042,8.61024
4274:88846,9.24295
4259:3169706,7
4259:2582802,7
4259:1065073,7
4259:907657,7
4259:816692,7
4254:2848292,8.5
4254:2637276,8.5
4254:2381249,8.5
4222:2908446,6
4222:2637276,6
4222:2293640,6
4222:1767372,6
4220:2310332,7.2783
4220:1951265,7.27902
4220:1809398,6.86896
4220:1646971,7.38184
4220:892769,7.82156
4207:4209802,6.39032
4207:3465456,6.39032
4207:3079380,6.39032
4207:3046080,6.39032
4207:2980648,6.00355
4207:2949890,6.76602
4207:2926810,6.39032
4207:2901736,7.32806
4207:2883434,6.98198
4207:2872732,5.8506
4207:2848292,6.39032
4207:2669336,7.16194
4207:2562232,7.328
4207:2488740,6.39032
4207:2401097,6.39032
4207:2387408,5.6007
4207:2381249,6.39032
4207:2334873,7.20244
4207:2322441,6.39032
4207:2318625,8.62917
4207:2312718,6.58999
4207:2293640,6.39032
4207:2267998,7.00838
4207:2245084,6.36158
4207:2095649,6.75848
4207:2084970,7.15077
4207:2055765,6.5903
4207:2017038,7.19995
4207:2015381,6.33093
4207:1939659,6.78784
4207:1932767,7.97772
4207:1927068,6.39032
4207:1887945,6.39032
4207:1872194,5.99273
4207:1821694,6.40336
4207:1817209,6.39032
4207:1790885,6.79537
4207:1790864,6.1705
4207:1789730,6.39032
4207:1772264,6.95379
4207:1754708,6.86644
4207:1650554,6.49187
4207:1637725,6.97137
4207:1571249,7.21089
4207:1475381,6.39032
4207:1438534,6.39032
4207:1405500,6.20156
4207:1403214,7.38506
4207:1352369,6.96688
4207:1340138,6.39032
4207:1323594,6.82556
4207:1323045,7.15747
4207:1321511,6.57315
4207:1320244,6.72367
4207:1300854,6.26617
4207:1273235,6.65037
4207:1267297,5.79465
4207:1212450,7.40132
4207:1211956,6.92361
4207:1204975,7.4449
4207:1195478,5.8913
4207:1085492,5.82993
4207:1065073,7.19743
4207:1047540,5.45456
4207:1045772,6.40999
4207:997057,6.39032
4207:996934,6.08292
4207:975645,7.00085
4207:870204,5.76128
4207:869977,6.49448
4207:865297,6.38639
4207:807054,5.96057
4207:780583,5.14782
4207:484039,6.39032
4207:478829,6.43072
4207:473705,6.18564
4207:473064,8
4207:470055,6.39032
4207:469059,6.66085
4207:462703,6.39032
4207:460989,6.95675
4207:458525,4.75427
4207:457433,5.6562
4207:454931,6.39032
4207:444653,6.84174
4207:429493,4.87697
4207:403085,6.39032
4207:397535,7.32537
4207:382628,5.2768
4207:380366,7.36861
4207:374102,6.50184
4207:368563,4.51232
4207:356159,6.69704
4207:325056,6.39032
4207:323033,5.79748
4207:316356,7
4207:313670,6.29722
4207:308772,8
4207:300274,6.39032
4207:292506,6.19902
4207:274166,4.46139
4207:265666,6.01096
4207:233469,4.86837
4207:217869,5.30082
4207:217505,6.54127
4207:215681,6.39032
4207:211933,6.19981
4207:196857,6.76475
4207:180793,5.63159
4207:177882,6.39032
4207:163978,7.22802
4207:157044,7.34069
4207:147004,5.78325
4207:146309,7.26634
4207:135024,6.39032
4207:122541,7.20372
4207:120744,5.76721
4207:120394,6.39032
4207:119698,5.45018
4207:119250,7.17463
4207:118589,5.0824
4207:114436,6.19355
4207:113101,6.2642
4207:111507,7.10142
4207:111495,6.85993
4207:111187,6.39032
4207:110428,7.05171
4207:110413,7.81978
4207:110296,4.2292
4207:107158,6.39032
4207:106535,7.72966
4207:106387,6.69815
4207:103239,6.39032
4207:102860,6.39032
4207:102789,6.00535
4207:101765,7.06034
4207:100485,6.3703
4207:93978,5.78998
4207:89392,6.39032
4207:86265,6.39032
4207:85794,7.17923
4207:84778,6.39032
4207:83908,6.96046
4207:82846,5.91462
4207:82678,6.39032
4207:82158,7.51344
4207:81706,6.39032
4207:81398,6.59755
4207:80756,6.88851
4207:79086,6.39032
4207:75163,6.39032
4207:70707,6.82375
4207:68646,6.61248
4207:66943,6.39032
4207:64541,6.66486
4207:62671,6.39032
4207:56592,7.34052
4207:47478,6.38524
4207:47209,6.39032
4207:36377,6.39032
4207:32138,5.91851
4207:23369,6.39032
4207:21749,6.34633
4207:21636,6.39032
4202:3235888,10
4202:2802144,6.75
4202:1979320,8.45317
4202:1823672,6
4202:1617661,6
4202:1528100,6.18301
4202:470752,6
4134:2106361,6.5
4134:2011159,6.5
4134:1872181,6.5
4134:1335975,6.5
4134:1291150,6.5
4134:1035736,6.5
4134:119822,6.5
4121:2395427,7.66667
4121:1617661,7.66667
4121:1374992,6.37601
4121:478970,7.66667
4121:457419,6.99828
4119:2967224,6.8
4119:2872718,7.97442
4119:2582802,7.92232
4119:2339741,7.12379
4119:2180411,8.10149
4119:2084970,7.17886
4113:3316960,6.671
4113:3247714,6.68571
4113:3079380,6.68571
4113:2908446,6.68571
4113:2820852,6.68571
4113:2802144,6.19447
4113:2436386,6.68571
4113:2279373,6.68571
4113:2224026,6.68571
4113:2126355,6.68571
4113:1655441,6.68571
4113:1392190,6.68571
4113:1340138,6.68571
4113:478970,6.68571
4113:398286,7.59068
4113:369610,6.68571
4113:93640,6.43283
4107:2872732,8.27476
4107:2582846,8.39332
4107:2562232,7.80825
4107:2084970,8.33751
4107:1659337,8.39364
4107:1065073,7.77373
4107:454921,7.60662
4107:332280,7.29548
4107:325980,8.67678
4107:119174,7.41576
4107:75148,8.18555
4100:2582802,8.9181
4100:1800241,7.51908
4100:1392190,6
4100:1327773,7.51737
4100:1322269,7.4282
4095:4333674,6.66667
4095:3836958,6.66667
4095:3794302,6.66667
4095:3767372,6.66667
4095:3709344,6.66667
4095:3678782,6.66667
4095:3495000,6.66667
4095:3483712,6.66667
4095:3447364,6.66667
4095:2923316,6.66667
4095:2872718,7.51762
4095:2820852,6.66667
4095:2802144,6.66667
4095:2788710,7.27664
4095:2713180,7.21052
4095:2582802,7.46539
4095:2562232,7.71549
4095:2446042,6.90173
4095:2424988,6.66667
4095:2395427,6.66667
4095:2392447,6.66667
4095:2345737,6.46422
4095:2309764,6.66667
4095:2267998,7.0915
4095:2209764,6.98411
4095:2170439,7.16754
4095:2140465,6.66667
4095:2096672,7.46772
4095:2084970,7.27454
4095:2063745,6.66667
4095:1981115,6.82774
4095:1951265,7.37111
4095:1924435,6.5446
4095:1872194,7.4702
4095:1723121,6.41227
4095:1637725,6.18858
4095:1631867,6.93444
4095:1490017,6.9842
4095:1486834,6.64696
4095:1397280,6.22951
4095:1065073,7.17892
4095:936501,6.18166
4095:417741,6.23646
4095:391304,6.66667
4095:381681,7.13365
4095:373889,6.22898
4095:330373,6.35668
4095:304141,6.38246
4095:295297,6
4095:241527,6
4095:60196,7.18276
4095:57076,6.66667
4095:55928,6
4095:44079,8
4090:2436386,9
4090:2381249,9
4090:2120120,9
4090:2084970,9
4090:1617661,9
4090:478970,9
4090:369610,9
4078:2039393,8
4078:1226229,8
4078:385726,8
4078:82694,8
4078:79501,8
4078:68699,8
4053:2381249,6
4053:2293640,6
4053:1631867,7.93657
4053:1340138,6
4053:1229238,7.45098
4053:478970,6
4050:3203616,8.05882
4050:3045616,8.05882
4050:3007512,8.88956
4050:2802144,8.0295
4050:2726560,8.05882
4050:2692250,8.55997
4050:2562232,8.48615
4050:2395427,8.05882
4050:2381941,8.05882
4050:2084970,8.57621
4050:1911644,8.36414
4050:1872194,8.48116
4050:1823672,8.05882
4050:1798709,8.46336
4050:1617661,8.05882
4050:1567437,8.05882
4050:1528100,8.36118
4050:1392190,8.05882
4050:1386588,8.19048
4050:1126590,8.50991
4050:790636,8.30589
4050:758774,8.41149
4050:481369,8.20161
4050:414993,8.4358
4050:361862,8.90383
4029:4701688,6
4029:4446258,6
4029:4271820,6
4029:3566698,6
4029:3318750,6
4029:3233418,6
4029:3181822,6
4029:3149038,6
4029:3138558,6.5
4029:2994190,7.89005
4029:2980472,6
4029:2908446,6
4029:2637294,6
4029:2509850,4.875
4029:2395427,6
4029:2381941,6
4029:2381249,6
4029:2376218,6
4029:2245084,8.14932
4029:2231253,6
4029:2199571,6
4029:2179136,7.71329
4029:2097298,6
4029:2039393,6.84848
4029:1978532,6.75
4029:1809398,7.62658
4029:1655441,6
